 state , Q4_1999 , Q4_2000 , Q4_2001 , Q4_2002 , Q4_2003 , Q4_2004 , Q4_2005 , Q4_2006 , Q4_2007 , Q4_2008 , Q4_2009 , Q4_2010 , Q4_2011 , Q4_2012 , Q4_2013 , Q4_2014 , Q4_2015 , Q4_2016 
   922180 ,  996700 ,  1036340 ,  1048680 ,  1057440 ,  1073080 ,  1084540 ,  1093300 ,  1097320 ,  1086340 ,  1085060 ,  1090760 ,  1088580 ,  1087860 ,  1136120 ,  1147040 ,  1154660 ,  1168800 
   7329260 ,  7810160 ,  8051200 ,  7999240 ,  8058680 ,  8083460 ,  8161020 ,  8166300 ,  8110560 ,  7938420 ,  7929220 ,  7954420 ,  7924500 ,  7917040 ,  8282600 ,  8368560 ,  8461060 ,  8437240 
   3562480 ,  3763120 ,  3886860 ,  3913520 ,  3956200 ,  4017480 ,  4063360 ,  4108340 ,  4118060 ,  4084800 ,  4110940 ,  4139020 ,  4139860 ,  4150220 ,  4327900 ,  4390460 ,  4434960 ,  4490560 
   4293740 ,  4530000 ,  4659680 ,  4656420 ,  4672640 ,  4703320 ,  4758260 ,  4801360 ,  4748040 ,  4675160 ,  4677300 ,  4698280 ,  4689760 ,  4681100 ,  4910400 ,  4955020 ,  4997780 ,  5069180 
   2221160 ,  2317220 ,  2390000 ,  2371640 ,  2351560 ,  2359480 ,  2380980 ,  2374160 ,  2313920 ,  2264880 ,  2267160 ,  2274380 ,  2262860 ,  2249320 ,  2386360 ,  2409240 ,  2416860 ,  2434820 
   671340 ,  713920 ,  739260 ,  749120 ,  752620 ,  755380 ,  771100 ,  773000 ,  771140 ,  770200 ,  777100 ,  781000 ,  782040 ,  781040 ,  817540 ,  831660 ,  843000 ,  858980 
   6422380 ,  6788640 ,  7049640 ,  7095100 ,  7130560 ,  7148580 ,  7267280 ,  7363280 ,  7256360 ,  7183780 ,  7185100 ,  7235900 ,  7240060 ,  7253720 ,  7693500 ,  7867840 ,  8017920 ,  8213660 
   461680 ,  483400 ,  497140 ,  498920 ,  501960 ,  501380 ,  503480 ,  505580 ,  509000 ,  506920 ,  513120 ,  519460 ,  524140 ,  532500 ,  560040 ,  575880 ,  587940 ,  596300 
   1183400 ,  1261040 ,  1302740 ,  1316160 ,  1334800 ,  1348780 ,  1359660 ,  1361780 ,  1364480 ,  1356100 ,  1362080 ,  1371200 ,  1370760 ,  1368920 ,  1432300 ,  1456880 ,  1469480 ,  1492460 
   906000 ,  973280 ,  1009720 ,  1033860 ,  1045580 ,  1056300 ,  1070800 ,  1079000 ,  1083320 ,  1076780 ,  1075780 ,  1084800 ,  1083860 ,  1084680 ,  1123660 ,  1144120 ,  1153100 ,  1168220 
   6090500 ,  6582880 ,  6807520 ,  6894320 ,  6927380 ,  6945540 ,  7032200 ,  7065320 ,  7033700 ,  6952360 ,  6909920 ,  6931800 ,  6899580 ,  6882600 ,  7231780 ,  7328660 ,  7404540 ,  7535600 
   1363940 ,  1418620 ,  1484160 ,  1469040 ,  1480460 ,  1480520 ,  1500280 ,  1512900 ,  1501280 ,  1486960 ,  1497420 ,  1509880 ,  1513080 ,  1510920 ,  1605320 ,  1627000 ,  1646320 ,  1666360 
   1585500 ,  1725580 ,  1840960 ,  1853260 ,  1871520 ,  1919080 ,  1989980 ,  2054320 ,  2053000 ,  2027740 ,  2031060 ,  2037760 ,  2040660 ,  2050380 ,  2210600 ,  2273240 ,  2311460 ,  2369760 
   12731640 ,  13707380 ,  14322900 ,  14559420 ,  14657240 ,  14549760 ,  14704160 ,  14681640 ,  14658940 ,  14525080 ,  14440160 ,  14498300 ,  14427640 ,  14379080 ,  15014580 ,  15241620 ,  15390900 ,  15592680 
   9044080 ,  9446200 ,  9715800 ,  9715980 ,  9710580 ,  9648380 ,  9741400 ,  9716500 ,  9626900 ,  9428460 ,  9401800 ,  9414660 ,  9358380 ,  9315460 ,  9780980 ,  9827900 ,  9870960 ,  9966480 
   2715160 ,  2786680 ,  2904620 ,  2910580 ,  2905560 ,  2900720 ,  2927500 ,  2937340 ,  2893300 ,  2832000 ,  2844020 ,  2862280 ,  2864200 ,  2863240 ,  3048820 ,  3090660 ,  3124020 ,  3170860 
   2740140 ,  2856760 ,  2982900 ,  2968820 ,  2987520 ,  3000120 ,  3059380 ,  3084200 ,  3092240 ,  3052340 ,  3061160 ,  3078820 ,  3086720 ,  3094300 ,  3226460 ,  3286800 ,  3344900 ,  3432220 
   9294080 ,  9725300 ,  10065480 ,  10171700 ,  10221720 ,  10259480 ,  10382340 ,  10413160 ,  10398160 ,  10235320 ,  10215080 ,  10261100 ,  10222540 ,  10178840 ,  10646360 ,  10732660 ,  10801200 ,  10923600 
