state,Q4_1999,Q4_2000,Q4_2001,Q4_2002,Q4_2003,Q4_2004,Q4_2005,Q4_2006,Q4_2007,Q4_2008,Q4_2009,Q4_2010,Q4_2011,Q4_2012,Q4_2013,Q4_2014,Q4_2015,Q4_2016
MO,11.89999962,10.90999985,12.06000042,8.68999958,5.699999809,6.849999905,7.53000021,6.900000095,7.409999847,7.409999847,8.180000305,8.68999958,8.100000381,11.27000046,11.68999958,11.39000034,12.67000008,13.93000031
MS,8.340000153,10.57999992,15.32999992,12.02999973,6.239999771,9.100000381,5.239999771,11.18000031,10.72999954,10.46000004,12.01000023,12,11.97000027,16.23999977,15.65999985,15.98999977,16.34000015,15.39999962
MT,8.06000042,13.57999992,16.62999916,16.61000061,10.60999966,9.840000153,9.760000229,8.029999733,6.670000076,6.190000057,7.260000229,6.71999979,6.449999809,9.550000191,11.35999966,11.43000031,11.40999985,12.15999985
NC,10.64000034,11.47000027,12.86999989,11.60999966,7.789999962,6.400000095,7.099999905,7.449999809,8.210000038,7.949999809,8.760000229,9.609999657,8.670000076,12.52000046,12.03999996,12.06000042,11.80000019,10.56999969
ND,5.289999962,4.480000019,5.050000191,5.650000095,3.130000114,3.25,3.630000114,5.920000076,4.960000038,5.03000021,4.900000095,4.760000229,5.96999979,8.300000191,8.300000191,7.960000038,7.989999771,8.970000267
NE,11.44999981,7.179999828,8.460000038,5.75,5.21999979,4.690000057,5.539999962,5.289999962,5.550000191,5.769999981,7.949999809,7.159999847,6.699999809,8.890000343,8.960000038,8.800000191,8.229999542,8.449999809
NH,7.170000076,5.53000021,9.5,5.690000057,5.099999905,4.480000019,5.889999866,7.320000172,7.239999771,7.699999809,8.869999886,7.949999809,6.760000229,9.350000381,9.659999847,8.869999886,9.390000343,8.550000191
NJ,10.36999989,6.909999847,10.93000031,7.659999847,5.28000021,4.309999943,4.659999847,4.900000095,4.880000114,5.480000019,6.190000057,6.670000076,7.21999979,9.409999847,10.48999977,9.090000153,8.949999809,8.649999619
NM,10.35000038,12.10999966,23.15999985,12.10000038,7.96999979,7.300000191,8.100000381,9.159999847,9.909999847,10.69999981,12.14000034,11.97000027,9.909999847,14.60000038,14.53999996,16.28000069,15.43000031,16.04999924
NV,10.73999977,9.279999733,15.22000027,12.93999958,7.789999962,7.670000076,9.079999924,9.739999771,11.06999969,11.22999954,12.85000038,14.22999954,10.94999981,14.80000019,13.97999954,13.57999992,13.52000046,13.63000011
NY,11.56000042,10.11999989,10.68000031,8.979999542,6.400000095,6.619999886,6.710000038,5.760000229,5.989999771,6.320000172,6.940000057,7.409999847,7.260000229,9.819999695,9.949999809,9.449999809,9.159999847,9.069999695
OH,8.899999619,10.39999962,10.23999977,9.720000267,6.139999866,5.980000019,6.110000134,6.28000021,6.46999979,6.989999771,7.730000019,8.029999733,8.369999886,11.89000034,11.48999977,11.02000046,12.30000019,12.94999981
OK,10.23999977,7.320000172,18.15999985,13.85999966,5.369999886,7.789999962,10.56000042,10.44999981,10.56999969,10.14999962,11.34000015,12.48999977,11.52999973,14.98999977,14.14000034,14.89000034,14.80000019,14.03999996
OR,7.78000021,9.109999657,10.81999969,9.550000191,5.079999924,5.849999905,6.650000095,6.139999866,7.070000172,7.159999847,8.649999619,8.93999958,7.179999828,10.82999992,10.97000027,11.5,12.32999992,11.21000004
PA,4.269999981,5.929999828,5.380000114,6.489999771,6.159999847,6.139999866,6.210000038,6.110000134,6.230000019,6.599999905,7.159999847,7.730000019,7.820000172,10.61999989,10.03999996,9.710000038,10.21000004,10.21000004
PR,14.43000031,14.60000038,22.11000061,17.04000092,10.56000042,8.789999962,10.42000008,10.47999954,10.11999989,10.10999966,10.93999958,12.65999985,12.18999958,16.69000053,16.29999924,17.20999908,14.93000031,14.72999954
RI,5.619999886,6.369999886,12.02999973,8.81000042,4.900000095,5.010000229,7.429999828,7.869999886,8.260000229,9.210000038,9.970000267,12.09000015,9.170000076,13.10999966,12.31999969,11.5,10.69999981,10.68999958
SC,12.32999992,12.64000034,18.88999939,12.72999954,8.609999657,7.590000153,8.029999733,8.880000114,9.789999962,10.82999992,11.06000042,10.97000027,10,13.53999996,14.18999958,13.17000008,11.63000011,12.10999966
SD,4.659999847,7.349999905,6.760000229,7.75,3.390000105,4.210000038,4.599999905,6.730000019,7.880000114,7.099999905,5.849999905,5.730000019,3.539999962,6.550000191,7.650000095,8.090000153,8.850000381,10.07999992
TN,9.819999695,10.21000004,13.43000031,7.980000019,5.980000019,6.909999847,6.619999886,7.400000095,7.690000057,9.720000267,10.01000023,10.27000046,8.93999958,12.96000004,13.36999989,13.43999958,13.85999966,13.81000042
TX,14.13000011,8.479999542,14.52000046,11,7.190000057,7.670000076,6.949999809,9.420000076,10.06999969,9.729999542,10.47999954,10.63000011,10.26000023,13.92000008,13.06999969,13.30000019,12.73999977,12.46000004
UT,10.88000011,6.920000076,5.710000038,4.420000076,5.590000153,4.070000172,5.960000038,6.21999979,6.599999905,7.159999847,6.730000019,8.739999771,6.46999979,10.02000046,10.18999958,8.279999733,9.109999657,9.090000153
VA,7.050000191,8.409999847,9.68999958,7.840000153,5.420000076,5.800000191,5.940000057,5.75,5.940000057,6.340000153,7.630000114,8.18999958,6.800000191,9.609999657,9.600000381,9.68999958,10.21000004,9.18999958
VT,14.94999981,5.699999809,8.630000114,5.440000057,3.74000001,3.710000038,3.49000001,3.160000086,4.349999905,5.940000057,6.119999886,6.099999905,5.369999886,8.31000042,8.109999657,9.5,7.889999866,8.479999542
WA,8.56000042,8.119999886,13.14999962,8.210000038,4.96999979,5.699999809,5.179999828,6.670000076,7.289999962,7.130000114,8.170000076,8.319999695,7.170000076,10.05000019,9.880000114,9.5,8.619999886,8.920000076
WI,5.400000095,6.440000057,6.289999962,6.829999924,5.21999979,4.329999924,4.5,4.460000038,5.099999905,4.829999924,5.869999886,6.239999771,6.079999924,8.25,8.109999657,7.869999886,8.609999657,9.300000191
WV,11.34000015,10.14999962,12.73999977,14.90999985,8.43999958,8.649999619,9.899999619,9.930000305,9.43999958,10.52000046,10.77000046,11.21000004,10.68999958,17.77000046,17.21999931,16.86000061,18.36000061,16.39999962
WY,8.68999958,8.140000343,12.23999977,10.02000046,3.160000086,6.050000191,7.71999979,7.309999943,9.5,8.909999847,5.210000038,6.070000172,5.130000114,9.289999962,12.92000008,9.380000114,9.960000038,10.48999977
allUS,,,,,,,,,,,,,,,,,,
