state,Q4_1999,Q4_2000,Q4_2001,Q4_2002,Q4_2003,Q4_2004,Q4_2005,Q4_2006,Q4_2007,Q4_2008,Q4_2009,Q4_2010,Q4_2011,Q4_2012,Q4_2013,Q4_2014,Q4_2015,Q4_2016
AK,10.39999962,11.22000027,15.88000011,8.760000229,5.5,10.02000046,8.720000267,10.72000027,9.300000191,8.069999695,8.340000153,9.609999657,9.960000038,10.06000042,9.960000038,10.72999954,10.21000004,11.02000046
AL,6.860000134,9.460000038,11.60000038,10.72999954,8.199999809,7.300000191,7.230000019,9.800000191,9.050000191,8.970000267,9.319999695,10.55000019,8.170000076,12.85999966,13.63000011,13.77999973,13.72000027,13.38000011
AR,7.789999962,8.510000229,15.94999981,9.199999809,5.789999962,6.820000172,7.059999943,8.380000114,8.050000191,10.36999989,11.30000019,11.09000015,11.18999958,16.47999954,15.30000019,13.93000031,15.25,16.09000015
AZ,8.569999695,9.989999771,16.39999962,10.97999954,7.440000057,8.529999733,8.890000343,9.350000381,10.43000031,10.35000038,11.23999977,11.25,9.75,13.76000023,13.18000031,12.89000034,13.31000042,12.89000034
CA,13.27000046,12.02999973,12.69999981,12.27999973,6.550000191,6.579999924,7.21999979,7.340000153,7.760000229,7.690000057,9.289999962,9.850000381,8.270000458,11.53999996,11.71000004,11.18999958,11.35999966,10.61999989
CO,8.710000038,7.949999809,9.989999771,9.529999733,7.670000076,6.949999809,7.320000172,7.679999828,8.300000191,7.989999771,8.430000305,8.949999809,8.020000458,11.05000019,10.15999985,10.39999962,10.21000004,10.43999958
CT,5.079999924,5.360000134,7.599999905,5.980000019,3.75,4.130000114,3.640000105,4.480000019,6.079999924,6.28000021,7.369999886,8.43999958,7.820000172,9.479999542,9.75,9.159999847,8.289999962,8.180000305
DC,3.849999905,6.78000021,7.539999962,7.260000229,4.480000019,4.820000172,4.300000191,3.75999999,4.400000095,6.260000229,5.71999979,5.340000153,5.059999943,7.28000021,8.140000343,9.819999695,9.840000153,10.09000015
DE,7.429999828,9.569999695,7.190000057,11.42000008,6.360000134,5,6.170000076,7.71999979,5.929999828,6.849999905,5.820000172,7.019999981,6.019999981,9.569999695,9.319999695,9.420000076,8.600000381,10.39000034
FL,11.46000004,11.09000015,14.07999992,11.31999969,7.639999866,7.960000038,7.840000153,9.510000229,10.52000046,11.78999996,13.09000015,13.64999962,12.17000008,15.43999958,14.31999969,14.22000027,14.06000042,12.60999966
GA,10.39000034,11.38000011,14.96000004,11.77999973,7.789999962,7.619999886,8.479999542,8.789999962,8.510000229,9.619999886,10.35999966,10.25,9.319999695,13.02999973,12.92000008,12.36999989,12.96000004,12.28999996
HI,5.510000229,8.270000458,15.18000031,8.079999924,4.639999866,6.320000172,6.880000114,6.78000021,7.800000191,7.360000134,10.67000008,12.89000034,7.960000038,11.17000008,11.52999973,11.02999973,9.590000153,9.979999542
IA,10.23999977,10.09000015,8.220000267,7.96999979,5.789999962,5.980000019,5.659999847,5.059999943,5.150000095,5.769999981,5.829999924,5.820000172,6.119999886,10.22999954,10.10000038,10.34000015,11.22000027,11.68999958
ID,10.22000027,7.489999771,12.31000042,8.890000343,5.659999847,5.119999886,5.71999979,5.579999924,7.849999905,8.270000458,7.329999924,9.050000191,7.920000076,13.30000019,12.10000038,11.25,11.47999954,10.46000004
IL,10.43000031,9.859999657,10.22999954,10.21000004,6.039999962,5.519999981,6,6.480000019,6.800000191,6.610000134,7.289999962,8.31000042,7.340000153,10.17000008,9.369999886,8.979999542,9.329999924,9.159999847
IN,8.220000267,9.399999619,14.32999992,9.06000042,4.28000021,5.070000172,7.289999962,8.079999924,7,7.610000134,8.739999771,8.539999962,8.68999958,12.53999996,13.09000015,12.93000031,13.06999969,13.10000038
KS,10.25,9.649999619,12.35000038,8.239999771,3.970000029,5.170000076,6.28000021,7.25,7.880000114,7.559999943,8.289999962,8.56000042,8.5,11.01000023,12.09000015,11.88000011,12.61999989,13.02000046
KY,8.850000381,8.229999542,10.76000023,9.470000267,7.940000057,6.480000019,6.670000076,6.260000229,6.639999866,8.260000229,7.619999886,8.510000229,7.960000038,12.14999962,11.90999985,12.47000027,13.31999969,13.89999962
LA,7.829999924,7.980000019,18.36000061,10.89999962,6.599999905,7.539999962,5.28000021,10.89000034,10.56000042,11.56000042,12.35000038,13.39000034,12.14999962,17.13999939,15.43999958,14.88000011,14.56999969,12.52999973
MA,7.230000019,7.019999981,8.020000458,6.619999886,4.309999943,4.21999979,4.039999962,4.909999847,5.800000191,5.46999979,6,6.230000019,6.679999828,8.770000458,8.779999733,8.630000114,8.140000343,7.840000153
MD,6.110000134,9.220000267,11.73999977,9.510000229,6,5.889999866,6.690000057,7.210000038,7.889999866,7.829999924,8.649999619,8.989999771,8.770000458,12.18000031,10.94999981,11.17000008,10.52999973,10.67000008
ME,4.800000191,4.659999847,10.05000019,6.369999886,4.980000019,4.789999962,5.949999809,5.880000114,6.889999866,6.800000191,7.539999962,8.430000305,8.390000343,11.67000008,12.15999985,12.21000004,11.21000004,10.44999981
MI,5.829999924,8.039999962,11.75,9.270000458,5.199999809,5.550000191,6.829999924,7.130000114,7.320000172,7.380000114,7.710000038,8.140000343,8.350000381,11.80000019,11.26000023,10.77999973,11.90999985,11.90999985
MN,6.96999979,7.150000095,7.619999886,5.840000153,4.590000153,4.119999886,3.5,4.150000095,4.059999943,5.079999924,5.650000095,5.900000095,5.679999828,8.68999958,8.079999924,8.449999809,8.539999962,8.119999886
